time,1,AEX,AS51,ATX,BFX,DJIA,FCHI,FTSE,GDAXI,HSI,JKSE,KLSE,KS11,MIB#0Ò²È¥µô,MXX,N225,NZ50,OSEAX,PSI,RTS,SENSEX,SSMI,STI,TWII
2006-05-19,2.6136,0.4301086,-0.3594222,0.4253063,0.6674455,0.1417067,0.7309462,-0.2503737,0.1095991,0.2879585,-0.5610869,-0.3566234,0.5230205,0.5681195,-0.1725225,0.4243784,1.085535,-0.60184,-0.9551263,-3.256449,-3.975088,0.1571918,-0.4917294,0.5703717
2006-05-22,-0.1121,-2.323571,-1.374269,-7.473586,-3.639448,-0.1680671,-2.650783,-2.204188,-2.222026,-3.113036,-6.025883,-2.000213,-2.455755,-3.763338,-4.027578,-1.84198,-0.6974338,-4.945228,0.08318949,-9.646329,-4.176406,-2.417048,-3.042794,-1.920939
2006-05-23,-3.2057,2.518771,-0.3379184,4.78279,2.566426,-0.2425139,2.452057,2.638856,2.384498,0.3735406,1.314691,0.1134496,-0.6521773,1.820554,-1.468608,-1.631177,-1.6532,7.616619,-3.970342,10.67794,3.25337,1.91462,0.5586863,-1.358839
2006-05-24,-0.8495,-0.8508099,0.4766922,-1.987008,-0.5298474,0.1709327,-1.247276,-1.613047,-1.607122,-0.2642363,-0.2344929,0.1284323,0.264691,-0.6517017,-1.463255,1.97446,0.7074658,-2.591032,-0.5202366,-3.923725,-2.306523,-1.203572,0.1580181,0.4826108
2006-05-30,0.5308,-2.487718,-0.08024459,-2.122916,-2.804712,-1.633008,-2.421575,-2.400276,-2.303899,-0.6632512,2.42076,0.1637299,-0.8666752,-2.175339,-3.380415,-0.3532962,-0.2449008,-2.516017,0.7530011,-0.7854737,-0.6128159,-2.014007,0.3085119,-0.4641699
2006-06-01,2.6132,0.2656577,1.177598,1.363529,-0.09548968,0.8234971,0.3470434,0.4525034,0.2587448,-1.340784,-0.634582,0.2877819,-1.715868,0.3923182,2.413068,0.2354004,-0.1591215,0.4762726,0.61146,1.353099,-3.146482,0.1700355,-0.2121409,0.3781194
2006-06-02,-0.8782,-0.6069099,0.3280263,1.947407,0.1780916,-0.1102118,0.2508475,0.2591422,-0.3600435,1.709401,1.9772,0.02901376,1.077151,-0.1748968,1.532256,1.841938,0.8678271,1.485527,-0.2588568,4.97752,3.772161,0.6268601,1.251557,1.262946
2006-06-07,-5.3349,0.9769077,-0.2104823,-0.4158237,0.6416281,-0.6475037,0.5596195,0.6437617,0.7472567,-0.9801506,-2.260519,-0.2074558,-2.672057,0.9304795,-2.047208,-1.877499,1.475036,-0.659678,-3.117308,-0.5119485,-2.014202,0.70388,-1.343016,-1.746286
2006-06-08,0.1220,-2.874597,-2.353991,-4.052929,-2.107004,0.07245443,-2.910609,-2.51301,-2.897771,-2.31681,-3.562058,-0.6843019,-3.450314,-2.256305,-0.8461148,-3.0669,-0.2107445,-5.435107,-2.737984,-7.697449,-4.724419,-2.722066,-2.241965,-4.248317
2006-06-09,-2.5203,1.627582,1.198235,-0.6914307,1.056375,-0.4287518,1.7898,1.659212,1.500949,1.15585,2.692277,-0.2016872,1.023605,1.472837,-2.787328,0.8050935,-0.7676924,1.795937,0.08435303,1.581271,5.53637,1.229393,1.755608,1.781794
2006-06-13,-0.2776,-2.09855,-2.559406,-4.673891,-2.181748,-0.8009246,-2.235577,-1.802199,-1.916573,-2.477496,-2.87014,-1.425767,-2.901986,-1.397397,-1.961108,-4.142181,-0.346247,-3.734439,-1.815696,-9.181313,-4.363586,-2.425168,-1.810084,-1.640409
2006-06-14,-1.1082,0.02664661,0.2459216,1.240655,0.005513378,1.034736,-0.04655897,-0.2319062,0.2617107,0.08861513,-0.1916588,-1.150916,1.484391,-0.2233165,0.8944207,0.6397251,-1.035129,0.3694587,-2.513337,6.199119,-1.469879,0.2259991,-0.4128144,2.079777
2006-06-19,0.7507,0.7229165,-1.364456,2.064946,0.2540036,-0.6576706,0.7269581,0.5127416,1.175969,-0.4657683,-1.105739,-0.4465574,-0.8334639,0.866571,-2.549128,-0.1276282,0.1584743,0.3218746,-0.07918715,1.60094,1.146542,0.9519495,-0.3161534,0.1105577
2006-06-20,0.3808,0.3824712,-0.812052,-0.06281232,0.8746839,0.299115,0.8754436,0.5705568,0.9997717,-1.013964,-0.0061834,0.0539601,-2.064449,0.5803368,1.134113,-1.426208,-0.503855,-0.9086435,-2.438919,2.979698,-1.753582,0.4607514,-1.601224,-3.334177
2006-06-21,0.3636,0.3433892,1.182787,0.3394109,0.3890121,0.9532724,0.09034967,0.1201761,0.1783944,0.3228312,-0.1297275,0.5247231,0.110944,0.4072859,2.108575,-0.02833339,-0.1457801,0.1828988,-0.4990144,-0.5861439,2.215522,0.3951108,0.2196798,-1.005099
2006-06-22,-0.1283,0.6140997,1.868302,0.5945128,0.7789375,-0.5446981,0.5981503,0.3371597,0.545294,1.068625,0.7855865,0.6494085,0.9485096,0.3239437,0.1772917,3.35579,1.226928,1.524689,1.925379,-2.844573,2.347978,0.7564163,1.296443,2.94559
2006-06-23,0.6040,-0.02795395,-0.9160195,1.197574,0.1206486,-0.2724404,0.2985421,0.1407435,-0.06649934,-0.1130408,-1.019596,0.6518881,-0.8241616,0.3425523,1.964604,-0.07697297,-0.02594756,2.498116,0.7523651,0.4199435,1.220527,0.03300304,-0.7438208,-0.5063853
2006-06-26,1.7276,-0.445077,0.002016106,0.5261128,-0.1372035,0.5113292,-0.3350122,-0.1914918,-0.2732561,-0.02530235,-0.4890912,-0.2019129,0.7675322,-0.4169348,-0.2929519,0.1875184,0.1104999,-0.2868778,-0.9828845,0.4056647,-3.453801,-0.2961597,1.082697,1.106117
2006-06-27,0.3734,-1.036918,0.6888257,0.3068859,-0.4910231,-1.091326,-0.6300128,-0.5087022,-1.006051,-0.1905077,0.1386478,0.3593106,0.7665272,-0.5479375,-2.541342,0.1280931,0.7123972,2.40858,-0.5405188,3.729351,1.084939,-0.7610212,-0.4210577,0.7466639
2006-06-28,-0.0159,0.238886,-1.048175,-0.8365833,0.419796,0.4468695,0.05784168,0.4653025,-0.04176081,-0.2031103,-1.056288,-0.09473708,-0.7077992,0.3447009,0.4459091,-1.883093,-1.082073,-1.165515,-0.722219,1.799235,-0.2099256,0.338469,-0.2566443,-0.4786685
2006-06-29,1.9722,1.979664,1.018848,1.249239,1.479181,1.97967,2.228317,1.988164,2.287022,0.7785188,0.2114651,0.4013622,1.96253,1.48388,4.45535,1.578922,0.2106703,1.176915,0.898331,1.732011,0.3204435,1.469075,1.542057,1.016063
2006-06-30,0.0353,1.862561,1.534854,3.483508,1.772833,-0.36262,1.753554,0.7234724,1.820963,2.536368,2.786452,0.4557762,2.543903,1.115365,1.263146,2.539683,0.1122331,0.5479418,4.517366,3.032817,4.399555,1.472203,1.966311,1.468356
2006-07-03,1.4992,0.7314029,0.3606751,1.65736,0.9243052,0.6977423,0.2952129,0.8742757,0.5169502,0.3629298,1.335613,0.486505,-0.04169703,0.6091537,4.771726,0.4285047,0.3424492,1.473238,0.7366496,1.723759,0.8107054,0.8962256,0.04585837,0.2101578
2006-07-05,2.2009,-1.176923,-0.1528061,-0.6845586,-1.180735,-0.6786523,-1.25565,-0.9654084,-1.804498,-0.6219128,0.03363191,0.0974063,-0.4720409,-1.44537,-4.00832,-0.7325484,0.1931728,-1.558995,0.2597013,-4.469471,2.414318,-0.8880908,-1.016075,-1.106982
2006-07-06,1.3331,0.8562017,0.4591007,1.907502,1.196195,0.6589013,0.9174485,1.086375,1.241467,1.068474,0.1270304,-0.5287131,-1.241553,0.9031403,2.731286,-1.304695,-0.03911273,1.627478,-1.524527,4.144601,-1.388965,0.5936702,0.8631061,-0.0133655
2006-07-07,-0.6477,-0.4989708,0.2929516,-0.8857121,-0.3079898,-1.199343,-0.256526,-0.01867738,-0.2391395,0.1142818,0.5887983,0.6043476,0.7887982,-0.2737176,-1.087508,-0.09000508,1.080943,1.043417,1.354666,0.01316952,-2.400076,-0.6415637,-0.05067712,0.02312694
2006-07-10,0.2393,0.4265882,0.1460479,-0.5242108,0.7441016,0.1161326,0.5807772,0.1358488,0.4306648,0.8750497,-0.5994523,-0.07563121,1.990689,0.4226821,-0.652808,1.601812,0.2459987,-0.9787602,-0.8498532,1.251297,1.662962,0.6420451,-0.298829,0.3280495
2006-07-11,0.6619,-0.9060462,-0.6922224,-1.409746,-1.116585,0.2811689,-1.366585,-0.671541,-1.582102,-0.6846603,0.3075013,-0.02811342,0.08850236,-1.033126,-0.6595861,-0.5078778,0.3261881,-0.1768304,0.1956318,-1.145547,-0.6547008,-0.4538953,-0.9445841,-0.6484151
2006-07-12,-0.3328,0.4241023,0.4131346,1.21669,0.4411436,-1.091983,0.5563222,0.05634496,0.3878139,0.1945411,0.1428657,0.3926027,-0.288364,0.2430268,-0.7704132,-1.450838,0.1809952,1.76235,-0.5144408,0.5604177,2.974655,0.4897398,0.1889512,-0.07591415
2006-07-13,-4.8408,-1.366844,-0.8521286,-1.908025,-2.339642,-1.515363,-1.805237,-1.631234,-1.960506,-1.311752,-0.8797258,-0.1809888,-0.8999778,-1.443606,-3.574664,-0.9926352,-0.09673738,-1.019902,1.339356,-4.979294,-0.6549795,-1.543934,-1.105532,-1.002244
2006-07-14,0.5701,-1.399603,-2.330567,-1.893407,-0.937458,-0.9859632,-1.478201,-0.9956618,-1.900928,-1.041187,-2.281812,-1.394418,-2.326035,-0.9196623,-2.117993,-1.673803,-1.276244,-0.9537577,-2.273649,0.4067952,-1.660269,-1.069855,-1.460215,-2.125134
2006-07-18,0.0808,-0.1006538,-0.6638229,-1.166715,0.08251199,0.4826312,-0.3271532,-0.3385337,-0.3712389,-0.1299727,0.1635654,0.6624549,-1.729698,-0.2919005,2.428083,-2.748356,-0.8842263,-1.478359,0.7617687,1.501739,-0.6454681,-0.5332381,0.7478035,0.4396154
2006-07-19,-2.3209,2.492975,-0.4712227,1.640779,1.955562,1.964857,2.365594,1.694912,2.639316,0.3340801,-0.4315578,0.3631628,0.01864575,2.265299,5.221469,0.4365068,-0.7524679,0.2540141,-0.4658296,2.756928,-2.145743,1.906226,0.236227,-0.1283918
2006-07-20,0.6054,0.2926113,1.967305,0.5122342,0.7173925,-0.7566718,0.3817156,-0.1228816,0.1178813,2.33004,2.740333,0.5087847,3.214041,-0.2584769,-1.817954,3.079808,0.268389,1.123722,3.017544,-0.2627411,3.453471,0.7364962,1.954524,2.65244
2006-07-21,0.6169,-0.5516077,-0.718501,-1.91596,-0.7144547,-0.5464786,-0.9555982,-0.8872049,-1.709577,-0.05123322,-0.07677238,0.8836787,-0.1547234,-0.8220247,0.08636166,-0.8401781,-0.1750578,-1.811854,-0.2736452,-0.9935158,-2.57927,-0.5408879,-0.2964061,-0.3682716
2006-07-25,1.1717,-0.4193635,1.175422,0.9076741,0.009910136,0.4765172,0.3700956,0.2965477,-0.2203286,0.6266131,0.3552933,0.6190733,1.299723,-0.3291475,0.7187068,1.42445,0.6418219,3.070549,1.178803,-0.3999384,1.960186,0.05809585,1.240415,0.493116
2006-07-26,0.0706,0.5247195,-1.13572,1.41427,-0.2660297,-0.01080896,0.2002766,0.4426426,0.3115537,0.2012852,0.386145,0.6777694,-0.0539209,0.4745387,-0.8406063,-0.8075173,-0.02874468,-0.1028082,0.9463441,0.9066746,1.936124,0.3896064,-0.08305699,-0.2284481
2006-07-27,-0.6806,1.368786,1.460778,0.06760447,1.650678,-0.01873521,1.177624,0.8915945,1.360709,1.802521,1.352803,0.2590045,1.34394,0.8092582,1.132915,1.986755,0.3478501,1.776939,2.065852,3.582181,1.170925,0.5291032,1.492065,1.299479
2006-07-28,-0.7844,0.82433,-0.988458,0.2975292,0.3625632,1.074468,0.545864,0.7656615,0.8190409,0.2262225,0.5125597,-0.2177761,0.06170989,0.605496,0.5637926,1.074389,-0.1803483,-0.9482296,-0.2931773,-0.3073343,-0.5712318,1.145806,-0.6830947,0.3223257
2006-07-31,-2.9663,-0.4734566,0.5586632,0.1215148,-0.05187028,-0.3032212,-0.3796322,-0.779931,-0.4110076,0.09614122,1.064744,0.1208923,0.05782263,-0.3104575,-0.7722588,0.7426215,0.7629236,-0.04537276,2.6301,-0.5812872,0.5959554,-0.05876703,0.5437895,-0.3933561
2006-08-02,0.0162,1.186771,-0.9997351,0.6733076,1.417426,0.6669155,1.576726,0.8723353,1.502296,0.7177471,1.652709,-0.210458,0.6020072,1.228921,0.8606552,0.1514152,-0.4085898,1.482636,-3.347944,2.146191,1.158242,-0.4613563,0.3233587,0.4651113
2006-08-03,0.0119,-1.021303,1.338335,-0.7741643,-0.4968584,0.3808967,-0.84695,-1.579545,-0.7180309,0.09199878,-1.049945,0.1306081,-0.2362685,-0.718602,0.5793515,0.03931689,0.5472133,-1.333835,2.263068,0.638185,0.4318583,-1.203638,0.1360624,-0.1406198
2006-08-04,-1.9306,1.142792,-0.8284122,1.163434,1.043815,-0.01992632,1.149151,0.873527,1.471623,-0.942135,0.6979681,0.2886818,0.9643559,1.156989,0.4598784,0.1862242,-0.3525005,0.04747179,0.08429983,2.949157,-0.5186264,1.036995,0.3923002,-0.3049982
2006-08-07,-1.4464,-1.033346,0.1150039,-0.6668042,-1.311465,-0.1865576,-1.67846,-1.028969,-1.683721,0.3893343,1.017743,0.05223832,-1.147555,-1.051605,0.282486,-2.226699,-0.5752832,0.3163399,0.6784807,-0.5621753,-0.4957444,-1.269669,-0.04992762,-0.4035632
2006-08-08,2.1416,-0.1972964,1.269701,-0.3848487,0.3948814,-0.4081334,0.2342525,-0.1835662,0.4487557,0.5582809,-0.527972,0.06393708,1.671909,0.3423907,-0.3415112,2.04962,0.4374853,0.376163,-0.4574012,-0.4765601,1.871237,0.03106112,0.2188096,1.332951
2006-08-10,1.7415,-0.3838648,-0.1773439,0.04561516,-0.1870644,0.4350817,-0.9653397,-0.6330535,-1.259907,-0.7173717,-1.998443,0.1837941,-0.8076472,-0.5427261,-0.07072671,-0.1640184,-0.6499801,-1.420572,-0.9858554,-0.5749743,0.03580233,-0.4909367,-0.6994785,0.08199403
2006-08-11,-0.0081,0.04651134,-0.08075587,-0.7203606,0.4641961,-0.3266688,0.1784313,-0.05666457,-0.04599293,0.16147,1.251387,-0.07634977,-0.9361334,-0.01909907,1.125687,-0.4215406,-0.2177023,-0.09621822,0.6620595,1.766518,0.3882804,0.1828075,0.1323331,-0.1141543
2006-08-14,-2.1913,0.9496144,0.4465289,1.164743,0.9102224,0.08874293,1.23177,0.8728338,1.130521,0.2322357,0.9292628,0.3958505,0.2329549,0.6440345,0.08203105,1.876585,-0.5555566,-0.9012297,-0.5962076,-0.3358179,1.076888,0.8465952,-0.1238743,0.6208977
2006-08-16,1.3004,0.3468848,0.5247144,1.496528,0.01893987,0.8624943,0.4357762,-0.02203843,0.6256083,1.02442,0.9499824,-0.6313984,1.582877,1.233731,1.73069,1.613346,0.08934455,0.1353482,0.6048754,0.745106,1.196141,0.4269245,0.4654915,1.232024
2006-08-22,0.7619,0.1857646,0.2488367,-0.5337357,0.2205356,-0.04592277,0.4638942,-0.2130122,0.4069158,0.8341377,-0.1905722,0.2556767,1.00554,0.3792836,0.6007704,1.328382,0.06979745,-0.02486571,-0.5047432,1.817,-0.07869894,0.2858209,0.5338788,1.29544
2006-08-23,-0.0589,-0.5972186,0.1201609,-0.000539548,-0.9098934,-0.3698417,-0.8891802,-0.7217175,-0.7368012,-0.3577858,0.2508641,0.3428488,-0.749836,-0.7929539,-1.16478,-0.1121034,0.9717591,0.9698661,-0.1539952,-0.01990755,-0.8343292,-0.02425508,-0.3691916,-0.5139467
2006-08-24,0.6586,0.5834514,-1.859394,-0.4163947,0.3560953,0.05806008,0.5925972,0.1552918,0.6672976,-1.201702,-0.6360235,-0.01370983,-0.6958731,1.040689,0.04343639,-1.252303,0.2540415,-0.5396094,-0.02073735,-1.13618,1.09848,0.2514038,-0.9187831,-0.08678547
2006-08-25,0.0006,0.3018986,0.7177572,1.00813,0.03473311,-0.1805496,-0.03364493,0.1618647,-0.04488867,0.4288929,-0.8779365,0.2520767,1.035166,0.1247644,1.173365,-0.1375884,0.4482671,-0.1035527,-1.70953,1.155484,0.3490303,0.04358314,0.443728,-0.3727868
2006-08-29,0.0351,-0.002139845,0.8638172,-0.4892483,0.2500063,0.1579514,0.2291883,0.1650003,-0.1361269,0.9513502,1.052895,0.2376492,1.259138,-0.01851509,0.2506537,0.8118572,0.74915,-1.235718,0.1788001,-0.005512006,0.7515808,0.5781749,1.125686,0.5454104
2006-08-30,0.2526,0.5066648,-0.005925743,0.3972389,0.3995183,0.1140703,0.4354423,0.6962961,0.350773,1.179116,-0.5373656,0.5140497,-0.2424502,0.510582,0.2302865,-0.1166733,0.03546274,1.095064,-0.2566525,0.5970379,0.1458147,0.2186017,0.6569179,1.654498
2006-09-01,-1.3234,0.4093693,-0.3577395,1.405382,0.4672287,0.729276,0.3564378,0.7280608,0.2896154,0.1808342,0.924359,0.2682344,0.2905254,0.5825294,0.6789291,-0.04033122,0.1193624,1.266544,0.7443014,-1.015376,0.6750097,0.2588178,0.2874626,0.6002922
2006-09-05,0.3958,-0.3885292,0.4172171,-0.3950298,0.02061478,0.04474717,-0.5840617,-0.08184783,-0.4340373,-0.428689,-0.08982746,-0.4523707,0.1603999,-0.2171752,-0.6056473,0.1705007,0.5614256,0.4462424,0.9050635,2.060905,-0.08066294,-0.04775932,0.000805634,-0.2377474
2006-09-06,0.4832,-1.059906,-0.7144855,-1.258673,-1.118057,-0.5499916,-1.108288,-0.8760117,-1.206814,-1.03385,0.2942345,-0.7729511,-0.3107446,-0.8024125,-1.368402,-0.6216974,-0.4476475,-1.717352,0.1521338,-2.352129,0.2403302,-0.6496294,0.3283818,-0.6879278
2006-09-07,-0.6537,-0.7027465,-0.0997225,-1.136006,-0.4447655,-0.655431,-1.083569,-1.200811,-0.6767493,-0.9390748,-0.1419357,-0.0564664,-0.4303554,-0.5471992,-0.6296602,-1.668375,-0.006220926,-1.054715,0.3776834,-3.042791,-0.6650378,-0.571041,-0.8772187,-0.04739432
2006-09-08,0.4087,0.2179281,-0.2035819,0.8518843,0.357041,0.5354123,0.266398,0.3618871,0.3730619,0.2884829,-0.2645423,0.08892992,0.2753148,0.5129977,-0.1795696,0.4249817,-0.009618523,-0.2613811,-1.131274,0.2502931,0.5466644,0.5036872,0.1375782,0.11787
2006-09-11,0.4191,-0.4133773,-1.418116,-1.048126,-0.1988796,0.04151551,-0.3007698,-0.4847516,0.05522091,-1.149963,-1.31803,-0.1024398,-1.535922,-0.3464234,-0.8796464,-1.779054,-0.08711367,-3.527558,0.9562492,-4.025263,-3.087262,-0.893472,-0.9799366,0.01150466
2006-09-12,1.2472,1.390125,-1.026663,0.1454938,1.639128,0.8884042,1.337604,0.7640014,1.300175,0.7482071,-0.8319253,-0.2113546,-0.4527403,0.6262605,2.376566,-0.4751059,-0.3187691,0.5054882,-1.629475,1.652728,0.9531864,1.24869,-0.1060992,-1.018093
2006-09-13,-0.3815,0.4605748,0.8604112,0.3926616,0.5180914,0.3933738,0.2333209,-0.05597158,0.5493845,0.7884949,1.105761,0.05766885,0.383269,0.160865,1.030393,0.1953642,0.1198488,1.229174,0.7524377,0.9171961,1.998149,0.2510062,0.9420728,0.5907294
2006-09-14,0.0178,0.07216461,1.060346,0.8731388,0.2748958,-0.1380076,-0.2740418,-0.2545738,0.02116449,-0.1545019,0.7036196,0.2986613,1.921793,-0.1369106,0.06476762,1.221202,-0.2581368,-0.02785919,1.136829,-0.2051849,0.6661417,-0.4126229,0.3193177,-0.9902669
2006-09-15,1.8560,0.7147695,-0.6705586,-0.1498968,0.4051632,0.2895702,0.4104294,-0.003406304,0.5163042,0.3154266,0.3017821,0.1974731,0.1729513,-0.09755069,1.007075,-0.473329,0.6182808,-0.9010694,1.179321,-0.8491864,0.3054394,0.5800608,0.1835622,1.245967
2006-09-19,0.1298,-0.9268609,-0.3154077,-0.7951548,-0.3589909,-0.1219372,-0.6017091,-0.991484,-0.8921224,-0.2329972,0.7522395,-0.2827384,-0.02547462,-0.6538877,-0.03254296,0.04632645,0.07893599,0.5714071,2.472614,0.837864,-0.8352877,-0.3101372,-0.8031102,-0.008861098
2006-09-20,-0.1608,1.305491,-1.152899,0.09592124,1.261622,0.6262961,1.500198,0.5898761,1.377722,0.9584631,-0.4066326,-0.3323583,-0.5465999,1.085485,0.8422804,-0.9802671,-0.9129518,-0.6166598,-1.985439,-1.910357,1.158433,1.339026,-0.2779105,-0.05957825
2006-09-21,0.4878,0.3337103,-0.05201756,-0.2115297,0.1946817,-0.6885271,0.3000264,0.5199277,0.1284752,0.6110318,1.896826,0.6731854,0.02562115,0.4069523,-1.572054,0.7351802,0.4258613,-2.251866,1.768969,-1.578793,1.36368,0.3744767,0.268214,0.1762216
2006-09-22,-0.8926,-1.058466,-0.2542026,-1.014711,-1.029823,-0.2178996,-1.2743,-1.261729,-1.320187,-0.1096501,0.2295363,-0.08798822,-1.346954,-1.014565,-0.5007894,-1.260311,-0.7292061,-0.2781568,-0.9995291,-3.529513,-0.3054296,-0.9449912,-0.7478529,-0.06226571
2006-09-25,-0.1733,0.175483,0.06220118,-0.5196263,0.4470512,0.5883679,0.08829411,-0.4122083,0.3117344,-0.3102802,-0.2693848,0.02175875,0.5065305,0.06604148,1.329148,-0.005502844,-0.2831651,-3.158898,0.001186155,-3.440212,-0.5137799,-0.2888781,0.1165482,0.3719336
2006-09-26,-0.5649,1.414035,0.06618722,1.706884,0.6240405,0.8084106,1.420378,1.298662,0.9992057,-1.356198,-0.441346,0.0227845,-0.8293911,0.8870116,0.542385,-0.4884246,0.5381898,2.402752,0.5055951,4.005642,1.209803,1.356994,0.2473605,-0.1368785
2006-09-27,0.7240,0.2871899,2.076321,2.418244,0.775958,0.1701082,0.4504234,0.9619313,0.4878692,1.233122,1.529893,0.06835058,1.194972,0.2956877,-0.2006693,2.509537,1.307548,1.935287,0.4806475,2.127483,0.3710658,0.3616989,1.378925,0.6450541
2006-10-11,0.2936,0.04287913,0.6515967,0.4849606,0.001206149,-0.1267365,0.06403083,0.0131705,0.02844585,0.2193139,-0.1157647,0.06805881,-0.2168074,0.4221448,-0.6059453,-0.465367,0.5044324,-0.1250367,-0.06761465,0.6095157,-0.08314048,0.1251832,-0.343787,0.134763
2006-10-12,-0.6659,0.5775365,-0.4429451,0.9659949,1.27045,0.8063556,0.9094315,0.7870224,0.6672101,0.05766614,-0.2305009,0.5410308,0.4745444,0.2912203,1.227227,-0.1936563,0.2420979,1.047895,0.282118,-0.3667447,1.493426,0.4136429,-0.03901671,-0.3152688
2006-10-13,0.3644,-0.03246564,0.5818173,1.481571,-0.1635762,0.1072137,-0.1544301,0.5881104,0.2175289,0.6477309,1.462364,0.8117898,1.262967,-0.06059994,0.8229701,1.02469,0.6511221,1.681737,0.901598,1.902031,1.582707,-0.260451,0.8598536,1.205795
2006-10-16,-0.7486,0.1441142,0.3969754,0.9442884,-0.01915746,0.1679681,0.1632703,0.245239,0.2083014,0.1186281,-0.6621239,0.02541839,0.6021056,0.176857,0.4458068,0.9447001,0.4505573,1.62233,1.053865,-0.1000258,1.505602,-0.2204257,0.07739835,1.053715
2006-10-17,-0.4178,-1.293096,-0.5592204,-0.7042447,-1.307835,-0.2552466,-1.099968,-1.03363,-1.154764,0.02576665,0.3220604,-0.6668087,-0.3994871,-1.288777,-0.6569002,-0.4862582,0.3398831,-0.1976142,-1.575728,-0.9755745,-0.343046,-1.121522,-1.202177,-1.066782
2006-10-18,1.3204,0.6365322,0.6040254,0.6249036,1.154271,0.3569882,1.099376,0.684278,1.106763,0.1845701,-0.1448729,-0.1371188,0.2190454,0.8686987,0.9362046,0.2492847,-0.2870402,0.8810034,0.1199164,1.711256,-0.1967552,0.9955257,0.04650036,-0.8131269
2006-10-19,0.2831,0.05100896,-0.5251146,-0.3715779,-0.1792682,0.1588534,-0.02890731,0.09105258,-0.08669019,-0.338646,0.2588557,0.2951157,-0.01476461,-0.1013197,0.6763624,-0.6103442,0.2270197,0.5888153,1.987798,0.4556515,-1.04904,0.005211215,0.9954585,-0.3102203
2006-10-20,-0.1055,-0.2161672,0.947914,0.6034921,0.3295989,-0.07792675,0.2912429,-0.01299228,0.4111733,0.7037321,0.2709422,0.04290925,0.751808,0.07606684,0.2803845,0.6058202,-0.1353025,0.7015724,0.7800863,-0.841196,-0.1115208,0.2591425,0.9116299,0.6223713
2006-10-31,1.5655,-0.2828169,-0.2778086,0.3816062,0.152488,-0.04773533,-0.2517609,0.03917854,0.171455,0.1464613,0.1544158,0.2261483,0.6223731,0.4469047,3.025734,0.2907378,0.7901801,0.6826768,0.01144892,1.653543,-0.478794,-0.9551223,0.3321217,0.3733936
2006-11-07,0.1707,0.5302989,0.8725042,-1.135016,0.2906379,0.4231095,0.655638,0.3132782,0.4945789,0.01457375,0.8105585,1.004736,0.5981772,0.3034147,-0.6233062,0.1750737,0.5850649,-0.9231383,1.043822,1.938435,-0.229239,0.4224594,0.7636262,0.9017696
2006-11-08,-1.2019,0.1671131,-0.5899902,0.7065504,0.177776,0.1626296,-0.01139489,-0.08007687,-0.1996271,-0.6762142,-0.4884731,0.3996839,-0.5311938,0.1909201,1.464905,-1.083789,0.1776218,0.2271006,-1.341334,-0.2370219,-0.639603,-0.6667341,-0.330534,-0.08782694
2006-11-09,1.5888,-0.7416941,-0.5531982,0.02520482,-0.08956317,-0.6014864,0.2104029,-0.1202116,0.1483702,0.7528432,0.8620571,1.254854,1.403552,-0.2672738,0.04663543,-0.1058843,0.1246647,0.9211561,2.306482,1.725363,0.4970772,-0.1422998,0.3917508,-0.3790565
2006-11-10,-0.6923,-0.1741557,0.1418345,-0.3319336,0.04814486,0.04238417,-0.02019046,-0.3706988,-0.0143136,-0.3256435,0.2758577,0.2323684,-0.2651033,0.4466501,0.04105822,-0.5317792,0.2050763,-0.8623915,0.7290189,0.03925621,1.106908,-0.3241603,-0.2172391,0.3226107
2006-11-13,-1.0396,0.2535703,-0.3366066,0.1657836,0.488265,0.1936684,0.7904554,-0.2287177,0.5656065,-0.1196411,-1.53588,-0.2435675,0.06877841,0.2717391,0.989323,-0.5581992,-0.3231692,0.1333428,-0.6149216,-0.2095116,0.873979,0.1863511,0.08573779,-0.5316291
2006-11-14,1.3129,-0.1052162,0.3174405,-0.2240009,-0.1165179,0.7099467,-0.2600877,-0.122697,-0.09931757,0.05236685,2.000886,1.008028,0.7646689,-0.2143385,0.4112298,1.666779,0.5821698,0.7989851,-0.71334,-0.1046503,0.197776,-0.2088561,0.3676473,0.9526262
2006-11-15,1.8377,0.6664118,-0.1048678,-0.05545196,0.9235569,0.2758239,0.6436852,0.6982787,0.681191,1.136642,-0.1172176,-0.1660011,0.367355,0.7653754,0.1133852,-0.2828812,-0.1629914,0.5913453,-0.3676239,0.3923325,0.3267671,0.6566383,0.6431553,0.4554397
2006-11-16,0.9678,-0.1992074,-0.6869336,1.021172,-0.1883634,0.4416555,-0.1054076,0.4029038,0.188619,0.3198571,-0.07724276,0.8965529,-0.1267248,0.009800799,-0.2038622,-0.4900407,-0.5445354,0.5878626,0.9708112,0.9570603,0.2711302,-0.02036178,0.634616,0.2850672
2006-11-17,1.5575,-0.6794482,0.5025423,-0.5471014,-0.9979424,0.2985519,-1.198939,-1.00561,-0.4758662,0.1495276,0.1971476,0.3074464,0.1041978,-0.4115932,-0.2883806,-0.4463018,0.0697488,-2.915936,0.8497139,-1.244233,-0.5657471,-0.4955932,0.5434005,0.02838532
2006-11-21,1.0048,0.006101033,0.668873,0.8175743,0.2428346,0.04100019,0.08451115,-0.03062136,0.124917,0.2831494,-0.1585527,0.2554391,0.2631606,0.1080524,1.6103,0.05213818,0.2588498,1.203669,-0.6295531,1.29413,1.385329,0.1659814,0.9395521,0.6639137
